Ticket_ID,Customer_ID,Created_Date,Closed_Date,Channel,Severity,Status,Category,Root_Cause,Ticket_Text
T00616,C0290,2023-02-26,2023-03-06,Chat,P1,Closed,Billing,Product,Integration timeout
T00617,C0290,2021-09-15,2021-09-21,Chat,P3,Closed,Integration,Product,Unexpected billing spike
T00618,C0290,2023-03-13,2023-03-14,Portal,P2,Closed,Performance,Product,Issue with compute workload
T00619,C0291,2023-05-06,2023-05-13,Portal,P3,Closed,Billing,Config,Unexpected billing spike
T00620,C0291,2021-10-02,2021-10-16,Portal,P3,Closed,Integration,Config,Issue with compute workload
T00621,C0291,2022-08-08,2022-08-20,Email,P1,Closed,Integration,Bug,Unexpected billing spike
T00622,C0291,2023-05-07,2023-05-15,Email,P2,Closed,Integration,Config,Unexpected billing spike
T00623,C0292,2023-09-28,2023-10-06,Email,P2,Closed,Performance,Config,Unexpected billing spike
T00624,C0292,2023-05-30,2023-06-02,Email,P1,Closed,Integration,Bug,Unexpected billing spike
T00625,C0293,2022-10-16,2022-10-21,Portal,P2,Closed,Performance,Bug,Issue with compute workload
T00626,C0294,2023-01-20,2023-01-27,Chat,P1,Closed,Integration,Product,Issue with compute workload
T00627,C0294,2022-07-25,2022-07-27,Email,P3,Closed,Integration,Config,Integration timeout
T00628,C0294,2022-11-12,2022-11-17,Email,P2,Closed,Billing,Product,Unexpected billing spike
T00629,C0295,2021-05-30,2021-06-04,Portal,P2,Closed,Integration,Product,Unexpected billing spike
T00630,C0295,2021-07-06,2021-07-09,Chat,P3,Closed,Integration,Bug,Unexpected billing spike
T00631,C0295,2021-03-07,2021-03-10,Email,P3,Closed,Integration,Config,Unexpected billing spike
T00632,C0296,2022-10-14,2022-10-21,Email,P1,Closed,Integration,Bug,Issue with compute workload
T00633,C0297,2023-10-20,2023-10-31,Portal,P3,Closed,Integration,Bug,Issue with compute workload
T00634,C0297,2023-07-30,2023-08-01,Chat,P3,Closed,Billing,Config,Issue with compute workload
T00635,C0298,2022-03-11,2022-03-21,Portal,P3,Closed,Billing,Product,Unexpected billing spike
T00636,C0298,2023-09-09,2023-09-19,Portal,P3,Closed,Billing,Product,Integration timeout
T00637,C0298,2023-03-30,2023-04-01,Portal,P1,Closed,Billing,Config,Unexpected billing spike
T00638,C0299,2023-08-01,2023-08-14,Email,P1,Closed,Integration,Config,Integration timeout
T00639,C0300,2022-12-11,2022-12-16,Chat,P2,Closed,Integration,Bug,Issue with compute workload
T00640,C0301,2022-10-28,2022-11-01,Portal,P3,Closed,Integration,Bug,Issue with compute workload
T00641,C0301,2023-07-02,2023-07-05,Portal,P3,Closed,Integration,Bug,Integration timeout
T00642,C0302,2022-06-10,2022-06-16,Email,P1,Closed,Integration,Config,Integration timeout
T00643,C0302,2022-06-28,2022-07-05,Email,P1,Closed,Billing,Product,Integration timeout
T00644,C0302,2023-01-10,2023-01-20,Portal,P1,Closed,Billing,Config,Integration timeout
T00645,C0303,2023-05-13,2023-05-20,Email,P2,Closed,Performance,Bug,Issue with compute workload
T00646,C0304,2022-07-09,2022-07-11,Email,P2,Closed,Performance,Config,Issue with compute workload
T00647,C0304,2023-05-24,2023-05-31,Chat,P1,Closed,Performance,Config,Issue with compute workload
T00648,C0306,2023-07-24,2023-07-28,Chat,P3,Closed,Billing,Product,Unexpected billing spike
T00649,C0307,2022-01-31,2022-02-02,Email,P2,Closed,Integration,Bug,Issue with compute workload
T00650,C0307,2023-09-14,2023-09-28,Chat,P1,Closed,Integration,Product,Issue with compute workload
T00651,C0307,2022-08-29,2022-08-31,Email,P2,Closed,Integration,Bug,Integration timeout
T00652,C0307,2022-10-13,2022-10-23,Portal,P3,Closed,Billing,Product,Issue with compute workload
T00653,C0308,2023-09-22,2023-10-01,Chat,P3,Closed,Performance,Bug,Issue with compute workload
T00654,C0308,2023-11-15,2023-11-26,Portal,P3,Closed,Performance,Config,Integration timeout
T00655,C0309,2021-08-20,2021-08-24,Chat,P1,Closed,Billing,Bug,Issue with compute workload
T00656,C0310,2023-10-20,2023-10-27,Portal,P3,Closed,Billing,Config,Unexpected billing spike
T00657,C0311,2022-11-29,2022-12-01,Portal,P2,Closed,Billing,Config,Issue with compute workload
T00658,C0311,2023-02-04,2023-02-06,Chat,P2,Closed,Integration,Config,Unexpected billing spike
T00659,C0311,2022-12-17,2022-12-26,Email,P3,Closed,Billing,Config,Integration timeout
T00660,C0311,2022-05-23,2022-06-01,Portal,P3,Closed,Integration,Bug,Issue with compute workload
T00661,C0312,2022-12-09,2022-12-12,Portal,P2,Closed,Billing,Product,Unexpected billing spike
T00662,C0313,2022-04-11,2022-04-22,Chat,P3,Closed,Integration,Bug,Unexpected billing spike
T00663,C0314,2021-12-16,2021-12-28,Portal,P3,Closed,Performance,Bug,Unexpected billing spike
T00664,C0314,2022-08-11,2022-08-22,Portal,P2,Closed,Integration,Bug,Unexpected billing spike
T00665,C0314,2021-11-24,2021-12-02,Portal,P3,Closed,Integration,Config,Unexpected billing spike
T00666,C0315,2022-02-20,2022-03-06,Portal,P3,Closed,Performance,Product,Integration timeout
T00667,C0315,2022-07-07,2022-07-14,Portal,P1,Closed,Performance,Product,Unexpected billing spike
T00668,C0316,2023-04-09,2023-04-11,Chat,P3,Closed,Billing,Config,Unexpected billing spike
T00669,C0316,2021-02-09,2021-02-14,Email,P2,Closed,Billing,Product,Issue with compute workload
T00670,C0316,2022-12-09,2022-12-22,Email,P2,Closed,Performance,Bug,Issue with compute workload
T00671,C0317,2023-02-18,2023-02-26,Portal,P1,Closed,Billing,Bug,Unexpected billing spike
T00672,C0317,2022-07-22,2022-07-28,Chat,P3,Closed,Integration,Bug,Issue with compute workload
T00673,C0317,2022-03-19,2022-03-31,Portal,P1,Closed,Performance,Config,Issue with compute workload
T00674,C0319,2022-05-17,2022-05-22,Chat,P3,Closed,Performance,Bug,Issue with compute workload
T00675,C0319,2023-07-13,2023-07-25,Email,P2,Closed,Performance,Product,Integration timeout
T00676,C0320,2023-04-04,2023-04-15,Chat,P1,Closed,Integration,Config,Issue with compute workload
T00677,C0320,2023-04-14,2023-04-19,Chat,P2,Closed,Billing,Product,Unexpected billing spike
T00678,C0320,2023-03-04,2023-03-15,Email,P2,Closed,Performance,Product,Issue with compute workload
T00679,C0321,2021-10-26,2021-11-03,Portal,P2,Closed,Performance,Bug,Unexpected billing spike
T00680,C0321,2021-10-08,2021-10-22,Email,P1,Closed,Performance,Bug,Issue with compute workload
T00681,C0321,2021-12-13,2021-12-17,Chat,P3,Closed,Performance,Config,Integration timeout
T00682,C0322,2022-08-02,2022-08-13,Portal,P2,Closed,Billing,Product,Unexpected billing spike
T00683,C0322,2023-01-15,2023-01-16,Portal,P2,Closed,Performance,Config,Unexpected billing spike
T00684,C0322,2022-03-04,2022-03-16,Email,P2,Closed,Performance,Bug,Integration timeout
T00685,C0322,2022-02-19,2022-03-02,Chat,P1,Closed,Performance,Bug,Integration timeout
T00686,C0323,2022-05-26,2022-06-05,Chat,P1,Closed,Performance,Bug,Issue with compute workload
T00687,C0323,2022-03-09,2022-03-12,Email,P2,Closed,Performance,Config,Integration timeout
T00688,C0324,2022-04-13,2022-04-22,Chat,P2,Closed,Integration,Product,Unexpected billing spike
T00689,C0324,2022-03-10,2022-03-22,Email,P2,Closed,Performance,Bug,Issue with compute workload
T00690,C0325,2021-06-26,2021-07-05,Chat,P1,Closed,Integration,Config,Issue with compute workload
T00691,C0326,2023-05-09,2023-05-13,Chat,P3,Closed,Billing,Config,Unexpected billing spike
T00692,C0326,2023-05-20,2023-06-03,Chat,P1,Closed,Performance,Bug,Integration timeout
T00693,C0326,2022-04-21,2022-04-23,Portal,P2,Closed,Integration,Bug,Issue with compute workload
T00694,C0326,2022-12-18,2022-12-30,Chat,P2,Closed,Billing,Bug,Integration timeout
T00695,C0327,2021-12-18,2021-12-23,Portal,P3,Closed,Performance,Bug,Issue with compute workload
T00696,C0328,2022-05-13,2022-05-17,Email,P3,Closed,Performance,Config,Unexpected billing spike
T00697,C0328,2021-08-04,2021-08-14,Chat,P3,Closed,Integration,Bug,Integration timeout
T00698,C0329,2022-07-22,2022-08-04,Portal,P2,Closed,Integration,Config,Integration timeout
T00699,C0329,2023-04-12,2023-04-20,Chat,P1,Closed,Billing,Product,Integration timeout
T00700,C0330,2022-08-27,2022-08-28,Chat,P2,Closed,Billing,Config,Integration timeout
T00701,C0330,2023-08-06,2023-08-15,Portal,P3,Closed,Integration,Config,Integration timeout
T00702,C0330,2022-01-23,2022-02-02,Email,P2,Closed,Performance,Product,Issue with compute workload
T00703,C0330,2021-12-08,2021-12-22,Portal,P2,Closed,Billing,Config,Integration timeout
T00704,C0331,2022-09-07,2022-09-15,Chat,P3,Closed,Integration,Config,Integration timeout
T00705,C0332,2022-08-16,2022-08-28,Portal,P2,Closed,Performance,Bug,Unexpected billing spike
T00706,C0332,2022-01-27,2022-02-02,Chat,P3,Closed,Integration,Config,Issue with compute workload
T00707,C0332,2022-12-12,2022-12-17,Email,P1,Closed,Performance,Product,Unexpected billing spike
T00708,C0332,2022-01-06,2022-01-12,Email,P1,Closed,Billing,Config,Issue with compute workload
T00709,C0333,2022-09-28,2022-10-06,Email,P2,Closed,Performance,Bug,Issue with compute workload
T00710,C0333,2022-01-26,2022-02-02,Chat,P2,Closed,Performance,Bug,Issue with compute workload
T00711,C0333,2023-05-01,2023-05-15,Email,P3,Closed,Integration,Bug,Unexpected billing spike
T00712,C0334,2022-10-28,2022-11-06,Portal,P2,Closed,Billing,Config,Issue with compute workload
T00713,C0335,2023-09-25,2023-09-27,Portal,P2,Closed,Integration,Product,Integration timeout
T00714,C0335,2022-04-13,2022-04-18,Portal,P3,Closed,Billing,Config,Issue with compute workload
T00715,C0336,2023-08-01,2023-08-12,Chat,P1,Closed,Performance,Config,Unexpected billing spike
T00716,C0336,2022-01-23,2022-02-02,Email,P1,Closed,Performance,Config,Issue with compute workload
T00717,C0336,2023-08-29,2023-09-06,Portal,P3,Closed,Integration,Bug,Unexpected billing spike
T00718,C0337,2023-01-21,2023-01-23,Portal,P3,Closed,Integration,Product,Unexpected billing spike
T00719,C0337,2022-06-16,2022-06-18,Chat,P2,Closed,Performance,Product,Integration timeout
T00720,C0337,2021-04-08,2021-04-19,Portal,P1,Closed,Performance,Config,Issue with compute workload
T00721,C0337,2021-12-09,2021-12-15,Chat,P1,Closed,Integration,Product,Unexpected billing spike
T00722,C0338,2021-12-01,2021-12-03,Email,P1,Closed,Performance,Product,Unexpected billing spike
T00723,C0338,2022-11-19,2022-11-22,Chat,P2,Closed,Integration,Config,Unexpected billing spike
T00724,C0338,2022-06-11,2022-06-15,Chat,P2,Closed,Integration,Bug,Integration timeout
T00725,C0339,2023-10-03,2023-10-16,Portal,P2,Closed,Performance,Bug,Integration timeout
T00726,C0339,2023-04-08,2023-04-10,Portal,P3,Closed,Integration,Bug,Integration timeout
T00727,C0339,2022-09-26,2022-09-27,Chat,P1,Closed,Integration,Product,Unexpected billing spike
T00728,C0339,2023-07-31,2023-08-09,Portal,P1,Closed,Performance,Product,Issue with compute workload
T00729,C0340,2023-10-17,2023-10-18,Email,P3,Closed,Billing,Config,Unexpected billing spike
T00730,C0340,2022-04-29,2022-05-02,Email,P3,Closed,Billing,Config,Unexpected billing spike
T00731,C0341,2021-05-08,2021-05-20,Email,P1,Closed,Performance,Config,Integration timeout
T00732,C0342,2023-08-30,2023-09-05,Chat,P3,Closed,Billing,Config,Issue with compute workload
T00733,C0342,2023-09-14,2023-09-21,Email,P2,Closed,Billing,Product,Unexpected billing spike
T00734,C0342,2023-02-26,2023-03-11,Email,P3,Closed,Billing,Bug,Issue with compute workload
T00735,C0343,2023-05-05,2023-05-06,Email,P1,Closed,Billing,Bug,Integration timeout
T00736,C0343,2022-09-04,2022-09-13,Chat,P3,Closed,Performance,Bug,Integration timeout
T00737,C0343,2023-04-17,2023-04-26,Email,P2,Closed,Integration,Bug,Unexpected billing spike
T00738,C0344,2022-06-30,2022-07-12,Portal,P1,Closed,Integration,Product,Issue with compute workload
T00739,C0344,2022-11-04,2022-11-12,Email,P1,Closed,Performance,Product,Integration timeout
T00740,C0345,2022-01-17,2022-01-31,Email,P1,Closed,Performance,Config,Integration timeout
T00741,C0345,2022-02-11,2022-02-25,Email,P3,Closed,Integration,Product,Integration timeout
T00742,C0345,2022-12-16,2022-12-19,Portal,P2,Closed,Integration,Bug,Integration timeout
T00743,C0346,2023-06-17,2023-06-22,Portal,P3,Closed,Performance,Config,Issue with compute workload
T00744,C0346,2023-06-26,2023-07-03,Email,P1,Closed,Integration,Config,Issue with compute workload
T00745,C0347,2022-06-12,2022-06-24,Email,P1,Closed,Performance,Bug,Unexpected billing spike
T00746,C0348,2021-10-02,2021-10-10,Portal,P2,Closed,Billing,Product,Issue with compute workload
T00747,C0348,2021-01-17,2021-01-25,Chat,P3,Closed,Integration,Bug,Integration timeout
T00748,C0348,2022-09-30,2022-10-01,Chat,P3,Closed,Performance,Product,Integration timeout
T00749,C0349,2022-12-05,2022-12-13,Portal,P1,Closed,Billing,Product,Integration timeout
T00750,C0350,2022-05-07,2022-05-18,Email,P3,Closed,Performance,Config,Integration timeout
T00751,C0351,2022-07-10,2022-07-18,Portal,P2,Closed,Integration,Bug,Unexpected billing spike
T00752,C0352,2022-12-30,2023-01-12,Chat,P2,Closed,Integration,Config,Issue with compute workload
T00753,C0352,2023-07-23,2023-08-02,Portal,P2,Closed,Billing,Bug,Integration timeout
T00754,C0353,2022-02-10,2022-02-17,Portal,P3,Closed,Billing,Product,Issue with compute workload
T00755,C0353,2022-07-15,2022-07-26,Chat,P2,Closed,Billing,Config,Unexpected billing spike
T00756,C0353,2022-09-19,2022-10-03,Email,P1,Closed,Integration,Config,Unexpected billing spike
T00757,C0354,2023-03-09,2023-03-14,Chat,P2,Closed,Performance,Bug,Issue with compute workload
T00758,C0355,2023-10-24,2023-11-03,Chat,P1,Closed,Performance,Config,Integration timeout
T00759,C0355,2023-01-31,2023-02-11,Email,P3,Closed,Performance,Bug,Unexpected billing spike
T00760,C0357,2023-02-15,2023-02-18,Email,P3,Closed,Billing,Config,Issue with compute workload
T00761,C0357,2023-09-28,2023-10-04,Chat,P2,Closed,Integration,Config,Integration timeout
T00762,C0357,2023-09-07,2023-09-10,Email,P1,Closed,Integration,Bug,Issue with compute workload
T00763,C0358,2022-01-30,2022-02-02,Email,P1,Closed,Performance,Bug,Unexpected billing spike
T00764,C0359,2022-12-01,2022-12-10,Email,P2,Closed,Integration,Config,Issue with compute workload
T00765,C0361,2021-07-27,2021-08-02,Chat,P2,Closed,Performance,Config,Issue with compute workload
T00766,C0361,2022-09-15,2022-09-17,Portal,P1,Closed,Integration,Bug,Issue with compute workload
T00767,C0362,2023-02-17,2023-02-18,Portal,P1,Closed,Performance,Bug,Issue with compute workload
T00768,C0362,2021-11-21,2021-11-26,Email,P1,Closed,Integration,Product,Integration timeout
T00769,C0362,2022-01-17,2022-01-22,Email,P1,Closed,Performance,Product,Integration timeout
T00770,C0363,2022-08-29,2022-08-30,Email,P2,Closed,Billing,Bug,Integration timeout
T00771,C0364,2021-08-17,2021-08-23,Chat,P1,Closed,Billing,Bug,Integration timeout
T00772,C0364,2023-06-10,2023-06-18,Email,P3,Closed,Integration,Product,Unexpected billing spike
T00773,C0364,2022-11-08,2022-11-17,Chat,P1,Closed,Integration,Product,Issue with compute workload
T00774,C0364,2022-11-06,2022-11-15,Portal,P2,Closed,Billing,Product,Integration timeout
T00775,C0365,2022-03-26,2022-04-08,Portal,P3,Closed,Integration,Bug,Issue with compute workload
T00776,C0365,2023-05-01,2023-05-09,Portal,P3,Closed,Performance,Product,Unexpected billing spike
T00777,C0365,2022-11-19,2022-11-20,Chat,P1,Closed,Performance,Product,Issue with compute workload
T00778,C0366,2022-04-05,2022-04-10,Email,P1,Closed,Integration,Product,Issue with compute workload
T00779,C0367,2021-05-06,2021-05-11,Email,P2,Closed,Performance,Product,Unexpected billing spike
T00780,C0367,2022-08-04,2022-08-14,Portal,P3,Closed,Integration,Product,Issue with compute workload
T00781,C0367,2021-06-02,2021-06-09,Chat,P3,Closed,Billing,Config,Integration timeout
T00782,C0368,2021-08-28,2021-09-10,Portal,P2,Closed,Performance,Config,Issue with compute workload
T00783,C0368,2021-08-13,2021-08-23,Chat,P3,Closed,Billing,Bug,Integration timeout
T00784,C0368,2022-12-07,2022-12-18,Chat,P2,Closed,Billing,Product,Issue with compute workload
T00785,C0369,2021-10-12,2021-10-21,Portal,P1,Closed,Integration,Config,Unexpected billing spike
T00786,C0370,2021-05-27,2021-05-28,Email,P2,Closed,Performance,Product,Issue with compute workload
T00787,C0371,2021-07-01,2021-07-10,Email,P3,Closed,Billing,Product,Integration timeout
T00788,C0372,2023-05-31,2023-06-11,Chat,P3,Closed,Integration,Config,Unexpected billing spike
T00789,C0373,2022-05-18,2022-05-25,Chat,P1,Closed,Integration,Bug,Issue with compute workload
T00790,C0373,2023-08-28,2023-08-31,Chat,P3,Closed,Integration,Product,Integration timeout
T00791,C0373,2022-04-30,2022-05-06,Email,P2,Closed,Integration,Product,Issue with compute workload
T00792,C0373,2023-10-05,2023-10-19,Email,P2,Closed,Billing,Product,Unexpected billing spike
T00793,C0374,2021-11-22,2021-11-25,Chat,P3,Closed,Billing,Config,Issue with compute workload
T00794,C0374,2022-01-04,2022-01-11,Email,P2,Closed,Billing,Bug,Integration timeout
T00795,C0374,2021-10-24,2021-10-30,Email,P2,Closed,Integration,Config,Issue with compute workload
T00796,C0374,2022-06-14,2022-06-23,Email,P1,Closed,Billing,Config,Issue with compute workload
T00797,C0375,2023-09-17,2023-09-24,Portal,P2,Closed,Billing,Product,Issue with compute workload
T00798,C0376,2023-05-31,2023-06-04,Email,P3,Closed,Performance,Config,Integration timeout
T00799,C0377,2022-05-05,2022-05-08,Chat,P2,Closed,Performance,Config,Unexpected billing spike
T00800,C0377,2023-03-30,2023-04-05,Portal,P3,Closed,Integration,Config,Integration timeout
T00801,C0377,2023-02-19,2023-02-21,Portal,P2,Closed,Billing,Bug,Issue with compute workload
T00802,C0378,2021-09-30,2021-10-04,Chat,P1,Closed,Billing,Config,Unexpected billing spike
T00803,C0378,2021-11-30,2021-12-14,Email,P3,Closed,Integration,Config,Integration timeout
T00804,C0378,2022-11-21,2022-11-29,Chat,P1,Closed,Performance,Config,Unexpected billing spike
T00805,C0379,2021-04-15,2021-04-18,Chat,P1,Closed,Billing,Product,Issue with compute workload
T00806,C0380,2022-12-31,2023-01-12,Email,P1,Closed,Performance,Config,Integration timeout
T00807,C0381,2021-08-31,2021-09-11,Portal,P2,Closed,Integration,Config,Integration timeout
T00808,C0381,2022-08-08,2022-08-14,Chat,P1,Closed,Billing,Product,Integration timeout
T00809,C0381,2021-09-01,2021-09-02,Portal,P3,Closed,Billing,Product,Unexpected billing spike
T00810,C0382,2022-01-29,2022-02-10,Email,P3,Closed,Integration,Config,Unexpected billing spike
T00811,C0382,2022-05-09,2022-05-22,Portal,P2,Closed,Billing,Config,Unexpected billing spike
T00812,C0382,2023-08-14,2023-08-16,Chat,P1,Closed,Billing,Bug,Unexpected billing spike
T00813,C0383,2023-06-08,2023-06-15,Email,P3,Closed,Billing,Bug,Integration timeout
T00814,C0383,2022-02-18,2022-02-20,Chat,P3,Closed,Billing,Bug,Unexpected billing spike
T00815,C0383,2021-06-14,2021-06-16,Chat,P2,Closed,Billing,Bug,Integration timeout
T00816,C0383,2022-11-16,2022-11-27,Portal,P2,Closed,Billing,Bug,Issue with compute workload
T00817,C0384,2023-05-27,2023-06-01,Chat,P3,Closed,Integration,Product,Issue with compute workload
T00818,C0384,2023-08-27,2023-08-31,Chat,P3,Closed,Billing,Product,Issue with compute workload
T00819,C0385,2022-11-27,2022-12-06,Portal,P1,Closed,Performance,Bug,Unexpected billing spike
T00820,C0385,2022-08-10,2022-08-17,Portal,P1,Closed,Billing,Config,Integration timeout
T00821,C0386,2022-06-13,2022-06-19,Chat,P3,Closed,Performance,Product,Unexpected billing spike
T00822,C0386,2023-05-07,2023-05-20,Portal,P2,Closed,Integration,Bug,Unexpected billing spike
T00823,C0386,2023-07-04,2023-07-11,Portal,P3,Closed,Performance,Product,Integration timeout
T00824,C0387,2022-10-21,2022-10-24,Chat,P1,Closed,Billing,Product,Integration timeout
T00825,C0387,2023-04-15,2023-04-24,Portal,P2,Closed,Billing,Bug,Unexpected billing spike
T00826,C0387,2023-04-04,2023-04-07,Email,P2,Closed,Billing,Config,Unexpected billing spike
T00827,C0387,2021-11-04,2021-11-17,Portal,P2,Closed,Billing,Bug,Integration timeout
T00828,C0388,2023-04-07,2023-04-20,Email,P3,Closed,Integration,Product,Unexpected billing spike
T00829,C0388,2022-09-05,2022-09-07,Email,P3,Closed,Performance,Product,Integration timeout
T00830,C0389,2022-09-08,2022-09-18,Chat,P1,Closed,Billing,Product,Unexpected billing spike
T00831,C0389,2021-10-28,2021-10-30,Portal,P1,Closed,Integration,Bug,Integration timeout
T00832,C0389,2022-05-12,2022-05-16,Chat,P1,Closed,Performance,Product,Integration timeout
T00833,C0390,2023-10-11,2023-10-14,Email,P3,Closed,Integration,Bug,Issue with compute workload
T00834,C0391,2022-09-30,2022-10-10,Portal,P3,Closed,Billing,Bug,Unexpected billing spike
T00835,C0391,2022-08-07,2022-08-19,Portal,P1,Closed,Integration,Bug,Issue with compute workload
T00836,C0391,2023-10-19,2023-10-23,Portal,P1,Closed,Integration,Bug,Integration timeout
T00837,C0391,2022-08-12,2022-08-15,Email,P2,Closed,Integration,Product,Integration timeout
T00838,C0392,2022-01-18,2022-01-26,Portal,P3,Closed,Billing,Config,Unexpected billing spike
T00839,C0392,2022-07-06,2022-07-13,Portal,P3,Closed,Integration,Product,Unexpected billing spike
T00840,C0393,2022-09-15,2022-09-18,Chat,P1,Closed,Billing,Bug,Unexpected billing spike
T00841,C0394,2023-08-19,2023-08-29,Email,P2,Closed,Integration,Config,Unexpected billing spike
T00842,C0394,2023-06-19,2023-06-24,Email,P2,Closed,Performance,Product,Issue with compute workload
T00843,C0394,2022-04-08,2022-04-13,Portal,P1,Closed,Integration,Product,Issue with compute workload
T00844,C0397,2023-03-26,2023-04-03,Portal,P1,Closed,Performance,Bug,Unexpected billing spike
T00845,C0397,2022-05-30,2022-06-12,Email,P1,Closed,Integration,Bug,Issue with compute workload
T00846,C0397,2021-01-09,2021-01-15,Email,P2,Closed,Performance,Bug,Issue with compute workload
T00847,C0397,2021-11-12,2021-11-19,Portal,P1,Closed,Integration,Bug,Integration timeout
T00848,C0398,2022-05-27,2022-06-03,Chat,P3,Closed,Billing,Product,Unexpected billing spike
T00849,C0398,2021-12-24,2021-12-27,Portal,P1,Closed,Integration,Product,Unexpected billing spike
T00850,C0398,2023-10-17,2023-10-22,Email,P3,Closed,Billing,Config,Unexpected billing spike
T00851,C0399,2023-03-09,2023-03-10,Email,P1,Closed,Billing,Bug,Unexpected billing spike
T00852,C0400,2023-06-17,2023-06-19,Chat,P3,Closed,Integration,Product,Issue with compute workload
T00853,C0401,2023-08-24,2023-09-05,Email,P1,Closed,Billing,Product,Issue with compute workload
T00854,C0401,2023-06-24,2023-07-01,Portal,P1,Closed,Billing,Product,Unexpected billing spike
T00855,C0401,2021-09-17,2021-09-20,Email,P3,Closed,Integration,Config,Issue with compute workload
T00856,C0402,2023-07-06,2023-07-13,Chat,P3,Closed,Performance,Product,Issue with compute workload
T00857,C0402,2023-09-26,2023-10-05,Portal,P1,Closed,Integration,Bug,Issue with compute workload
T00858,C0402,2021-08-10,2021-08-21,Portal,P2,Closed,Billing,Product,Unexpected billing spike
T00859,C0402,2021-11-24,2021-12-07,Portal,P1,Closed,Integration,Bug,Integration timeout
T00860,C0403,2023-08-18,2023-09-01,Email,P2,Closed,Billing,Bug,Integration timeout
T00861,C0404,2022-10-15,2022-10-28,Email,P1,Closed,Performance,Product,Issue with compute workload
T00862,C0404,2022-12-24,2022-12-30,Email,P2,Closed,Performance,Product,Issue with compute workload
T00863,C0405,2023-05-19,2023-05-28,Chat,P3,Closed,Integration,Product,Integration timeout
T00864,C0405,2023-08-26,2023-08-28,Email,P2,Closed,Performance,Config,Unexpected billing spike
T00865,C0405,2023-08-08,2023-08-19,Portal,P1,Closed,Performance,Bug,Issue with compute workload
T00866,C0405,2022-08-21,2022-08-26,Email,P1,Closed,Integration,Config,Issue with compute workload
T00867,C0406,2021-07-23,2021-08-01,Chat,P3,Closed,Billing,Bug,Integration timeout
T00868,C0406,2022-05-27,2022-05-29,Email,P2,Closed,Integration,Bug,Unexpected billing spike
T00869,C0406,2022-11-11,2022-11-25,Chat,P3,Closed,Performance,Bug,Unexpected billing spike
T00870,C0406,2023-02-07,2023-02-12,Portal,P1,Closed,Performance,Config,Issue with compute workload
T00871,C0407,2021-03-23,2021-03-26,Portal,P2,Closed,Billing,Bug,Integration timeout
T00872,C0407,2022-04-20,2022-04-28,Email,P3,Closed,Billing,Product,Issue with compute workload
T00873,C0407,2022-02-25,2022-03-11,Portal,P3,Closed,Billing,Bug,Integration timeout
T00874,C0407,2022-02-06,2022-02-19,Chat,P1,Closed,Billing,Config,Unexpected billing spike
T00875,C0408,2023-08-01,2023-08-09,Email,P1,Closed,Billing,Product,Integration timeout
T00876,C0408,2021-12-02,2021-12-08,Email,P3,Closed,Integration,Bug,Integration timeout
T00877,C0409,2023-10-07,2023-10-09,Portal,P3,Closed,Integration,Bug,Integration timeout
T00878,C0409,2023-02-26,2023-03-05,Chat,P1,Closed,Integration,Product,Unexpected billing spike
T00879,C0409,2023-02-06,2023-02-20,Chat,P2,Closed,Billing,Bug,Issue with compute workload
T00880,C0410,2021-12-22,2021-12-26,Portal,P1,Closed,Billing,Config,Issue with compute workload
T00881,C0410,2023-03-03,2023-03-06,Portal,P3,Closed,Performance,Product,Unexpected billing spike
T00882,C0411,2023-07-30,2023-08-07,Chat,P1,Closed,Billing,Bug,Integration timeout
T00883,C0412,2022-09-05,2022-09-11,Portal,P2,Closed,Billing,Product,Issue with compute workload
T00884,C0412,2023-03-14,2023-03-20,Chat,P3,Closed,Billing,Product,Integration timeout
T00885,C0413,2022-05-31,2022-06-08,Email,P1,Closed,Performance,Config,Integration timeout
T00886,C0413,2022-09-24,2022-10-08,Email,P3,Closed,Billing,Bug,Unexpected billing spike
T00887,C0414,2023-02-27,2023-03-12,Email,P1,Closed,Billing,Config,Unexpected billing spike
T00888,C0415,2021-10-29,2021-11-06,Chat,P2,Closed,Integration,Bug,Issue with compute workload
T00889,C0415,2023-04-20,2023-04-24,Chat,P3,Closed,Integration,Config,Unexpected billing spike
T00890,C0415,2023-07-13,2023-07-16,Portal,P3,Closed,Integration,Product,Unexpected billing spike
T00891,C0416,2021-12-06,2021-12-18,Email,P3,Closed,Integration,Bug,Issue with compute workload
T00892,C0416,2023-02-06,2023-02-15,Portal,P3,Closed,Billing,Config,Integration timeout
T00893,C0417,2022-05-28,2022-06-06,Email,P3,Closed,Billing,Product,Integration timeout
T00894,C0417,2022-09-22,2022-09-24,Email,P3,Closed,Billing,Config,Integration timeout
T00895,C0417,2023-10-21,2023-10-26,Portal,P2,Closed,Billing,Bug,Integration timeout
T00896,C0418,2023-04-04,2023-04-06,Portal,P1,Closed,Performance,Bug,Issue with compute workload
T00897,C0418,2023-04-11,2023-04-12,Chat,P1,Closed,Integration,Config,Integration timeout
T00898,C0418,2022-11-02,2022-11-09,Chat,P2,Closed,Performance,Product,Unexpected billing spike
T00899,C0419,2023-03-24,2023-04-03,Portal,P1,Closed,Integration,Product,Unexpected billing spike
T00900,C0419,2023-10-22,2023-11-05,Email,P1,Closed,Integration,Product,Issue with compute workload
T00901,C0419,2023-11-14,2023-11-28,Email,P2,Closed,Integration,Bug,Issue with compute workload
