Ticket_ID,Customer_ID,Created_Date,Closed_Date,Channel,Severity,Status,Category,Root_Cause,Ticket_Text
T001367,C0391,2023-07-02,2023-07-05,Chat,P2,Closed,Performance,Product,Data sync failing
T001368,C0391,2022-10-29,2022-10-31,Chat,P3,Closed,Onboarding,Bug,Integration error
T001369,C0391,2023-09-21,2023-09-30,Portal,P1,Closed,Integration,Capacity,Unexpected billing
T001370,C0391,2023-01-20,2023-01-21,Portal,P4,Closed,Performance,Product,Unexpected billing
T001371,C0392,2021-10-24,2021-10-26,Email,P2,Closed,Onboarding,Bug,Usage spike
T001372,C0392,2022-07-24,2022-07-28,Email,P2,Closed,Integration,Product,Auth failure
T001373,C0393,2021-11-21,2021-11-27,Email,P3,Closed,Reliability,Unknown,Auth failure
T001374,C0393,2023-12-06,2023-12-15,Portal,P3,Closed,Onboarding,Config,Integration error
T001375,C0393,2023-01-12,2023-01-18,Chat,P1,Closed,Reliability,Unknown,Usage spike
T001376,C0393,2023-01-21,2023-01-30,Email,P4,Closed,Billing,Bug,Integration error
T001377,C0394,2022-12-06,2022-12-11,Email,P3,Closed,Performance,Product,Unexpected billing
T001378,C0394,2023-02-22,2023-02-27,Email,P3,Closed,Performance,Config,Integration error
T001379,C0394,2022-12-07,2022-12-11,Portal,P4,Closed,Billing,Bug,Auth failure
T001380,C0395,2021-08-05,2021-08-06,Email,P1,Closed,Onboarding,Bug,Usage spike
T001381,C0395,2021-02-15,2021-02-24,Chat,P4,Closed,Onboarding,Bug,Unexpected billing
T001382,C0395,2021-07-26,2021-08-01,Email,P4,Closed,Reliability,Product,Auth failure
T001383,C0395,2023-10-22,2023-10-23,Email,P2,Closed,Integration,Capacity,Auth failure
T001384,C0395,2021-11-17,2021-11-18,Chat,P4,Closed,Billing,Capacity,Integration error
T001385,C0396,2023-12-25,2023-12-26,Portal,P1,Closed,Onboarding,Product,Usage spike
T001386,C0396,2023-12-02,2023-12-06,Portal,P2,Closed,Integration,Unknown,Unexpected billing
T001387,C0396,2023-12-08,2023-12-16,Chat,P2,Closed,Onboarding,Capacity,Latency issue
T001388,C0396,2023-12-03,2023-12-10,Email,P2,Closed,Performance,Product,Unexpected billing
T001389,C0396,2023-12-09,2023-12-12,Chat,P1,Closed,Reliability,Product,Latency issue
T001390,C0397,2023-09-27,2023-09-29,Chat,P2,Closed,Performance,Product,Latency issue
T001391,C0397,2022-11-07,2022-11-08,Email,P2,Closed,Billing,Capacity,Integration error
T001392,C0397,2023-05-14,2023-05-16,Email,P2,Closed,Reliability,Capacity,Usage spike
T001393,C0398,2023-08-15,2023-08-21,Portal,P2,Closed,Billing,Bug,Latency issue
T001394,C0398,2023-12-05,2023-12-06,Portal,P2,Closed,Reliability,Config,Integration error
T001395,C0399,2023-01-08,2023-01-17,Chat,P3,Closed,Performance,Product,Integration error
T001396,C0399,2022-10-19,2022-10-23,Portal,P2,Closed,Performance,Config,Auth failure
T001397,C0399,2023-10-23,2023-10-24,Email,P2,Closed,Performance,Config,Usage spike
T001398,C0399,2023-09-17,2023-09-21,Email,P1,Closed,Billing,Unknown,Integration error
T001399,C0399,2022-07-28,2022-07-31,Chat,P2,Closed,Performance,Product,Latency issue
T001400,C0400,2021-08-21,2021-08-24,Email,P3,Closed,Integration,Config,Usage spike
T001401,C0400,2022-10-11,2022-10-12,Portal,P4,Closed,Billing,Config,Integration error
T001402,C0401,2022-05-01,2022-05-02,Chat,P3,Closed,Billing,Config,Integration error
T001403,C0401,2022-11-30,2022-12-06,Email,P2,Closed,Onboarding,Product,Auth failure
T001404,C0401,2021-09-16,2021-09-19,Email,P3,Closed,Onboarding,Product,Usage spike
T001405,C0401,2023-12-05,2023-12-06,Chat,P3,Closed,Performance,Bug,Latency issue
T001406,C0401,2023-11-21,2023-11-28,Chat,P2,Closed,Performance,Unknown,Auth failure
T001407,C0402,2023-10-07,2023-10-15,Portal,P1,Closed,Onboarding,Config,Data sync failing
T001408,C0402,2023-10-14,2023-10-20,Email,P4,Closed,Integration,Config,Integration error
T001409,C0403,2023-06-17,2023-06-25,Email,P3,Closed,Integration,Config,Data sync failing
T001410,C0403,2023-12-11,2023-12-14,Email,P1,Closed,Reliability,Product,Latency issue
T001411,C0403,2023-07-02,2023-07-11,Portal,P1,Closed,Billing,Product,Unexpected billing
T001412,C0403,2023-09-28,2023-10-06,Portal,P2,Closed,Reliability,Product,Auth failure
T001413,C0403,2022-12-04,2022-12-06,Email,P4,Closed,Integration,Product,Usage spike
T001414,C0404,2023-12-07,2023-12-10,Chat,P1,Closed,Performance,Config,Unexpected billing
T001415,C0404,2023-06-21,2023-06-23,Portal,P2,Closed,Billing,Bug,Unexpected billing
T001416,C0404,2023-12-25,2023-12-31,Chat,P4,Closed,Performance,Capacity,Latency issue
T001417,C0405,2023-11-22,2023-11-27,Email,P4,Closed,Integration,Unknown,Unexpected billing
T001418,C0405,2023-12-29,2023-12-31,Chat,P2,Closed,Integration,Unknown,Integration error
T001419,C0406,2022-08-30,2022-09-04,Chat,P1,Closed,Reliability,Product,Unexpected billing
T001420,C0406,2023-02-15,2023-02-23,Portal,P2,Closed,Onboarding,Capacity,Integration error
T001421,C0407,2023-11-04,2023-11-08,Email,P4,Closed,Integration,Unknown,Unexpected billing
T001422,C0407,2022-11-11,2022-11-19,Chat,P3,Closed,Billing,Config,Auth failure
T001423,C0407,2023-05-05,2023-05-08,Portal,P3,Closed,Reliability,Bug,Auth failure
T001424,C0407,2022-02-24,2022-02-26,Portal,P3,Closed,Performance,Capacity,Integration error
T001425,C0408,2023-10-08,2023-10-11,Portal,P1,Closed,Billing,Product,Unexpected billing
T001426,C0408,2022-06-11,2022-06-13,Portal,P4,Closed,Reliability,Product,Latency issue
T001427,C0408,2022-08-19,2022-08-28,Chat,P3,Closed,Integration,Capacity,Data sync failing
T001428,C0408,2023-10-16,2023-10-20,Chat,P4,Closed,Onboarding,Bug,Auth failure
T001429,C0409,2023-05-12,2023-05-17,Email,P4,Closed,Reliability,Config,Auth failure
T001430,C0409,2023-06-06,2023-06-08,Chat,P4,Closed,Billing,Capacity,Integration error
T001431,C0410,2023-04-30,2023-05-04,Email,P1,Closed,Billing,Unknown,Unexpected billing
T001432,C0410,2023-09-25,2023-09-26,Email,P2,Closed,Performance,Unknown,Unexpected billing
T001433,C0411,2023-12-28,2023-12-31,Portal,P2,Closed,Billing,Capacity,Unexpected billing
T001434,C0411,2023-12-12,2023-12-14,Email,P4,Closed,Billing,Product,Integration error
T001435,C0411,2023-09-23,2023-10-01,Chat,P3,Closed,Performance,Product,Latency issue
T001436,C0411,2023-12-18,2023-12-21,Email,P3,Closed,Reliability,Product,Auth failure
T001437,C0412,2022-10-26,2022-10-31,Portal,P4,Closed,Performance,Unknown,Unexpected billing
T001438,C0412,2023-04-11,2023-04-14,Email,P3,Closed,Billing,Config,Usage spike
T001439,C0412,2022-04-20,2022-04-26,Chat,P2,Closed,Performance,Config,Unexpected billing
T001440,C0412,2023-06-03,2023-06-09,Email,P4,Closed,Performance,Unknown,Integration error
T001441,C0413,2022-04-22,2022-05-01,Chat,P1,Closed,Onboarding,Config,Usage spike
T001442,C0413,2023-08-14,2023-08-18,Chat,P1,Closed,Performance,Bug,Data sync failing
T001443,C0414,2023-02-22,2023-02-27,Chat,P3,Closed,Onboarding,Unknown,Data sync failing
T001444,C0414,2023-03-10,2023-03-16,Email,P4,Closed,Integration,Capacity,Auth failure
T001445,C0414,2023-02-17,2023-02-21,Chat,P4,Closed,Reliability,Config,Data sync failing
T001446,C0415,2023-04-02,2023-04-10,Email,P4,Closed,Integration,Unknown,Unexpected billing
T001447,C0415,2022-05-27,2022-05-29,Chat,P4,Closed,Performance,Unknown,Integration error
T001448,C0415,2023-07-30,2023-08-05,Email,P1,Closed,Integration,Capacity,Unexpected billing
T001449,C0416,2023-05-08,2023-05-09,Email,P2,Closed,Integration,Capacity,Auth failure
T001450,C0416,2023-06-21,2023-06-27,Email,P4,Closed,Onboarding,Unknown,Auth failure
T001451,C0416,2023-09-08,2023-09-11,Chat,P1,Closed,Integration,Product,Usage spike
T001452,C0416,2023-10-30,2023-11-04,Email,P3,Closed,Onboarding,Unknown,Unexpected billing
T001453,C0416,2023-06-27,2023-06-30,Portal,P3,Closed,Onboarding,Bug,Auth failure
T001454,C0417,2023-11-15,2023-11-20,Email,P2,Closed,Reliability,Unknown,Unexpected billing
T001455,C0417,2022-03-04,2022-03-13,Chat,P3,Closed,Onboarding,Unknown,Unexpected billing
T001456,C0417,2023-11-03,2023-11-12,Portal,P4,Closed,Onboarding,Unknown,Usage spike
T001457,C0417,2023-02-05,2023-02-09,Portal,P2,Closed,Performance,Unknown,Usage spike
T001458,C0417,2022-05-19,2022-05-26,Portal,P3,Closed,Billing,Product,Integration error
T001459,C0418,2023-12-23,2023-12-24,Chat,P1,Closed,Reliability,Product,Auth failure
T001460,C0418,2023-12-05,2023-12-08,Email,P3,Closed,Onboarding,Unknown,Unexpected billing
T001461,C0418,2023-10-22,2023-10-23,Chat,P1,Closed,Reliability,Config,Usage spike
T001462,C0418,2023-11-13,2023-11-20,Email,P3,Closed,Billing,Bug,Auth failure
T001463,C0419,2023-04-19,2023-04-22,Email,P1,Closed,Onboarding,Unknown,Usage spike
T001464,C0419,2023-04-08,2023-04-11,Portal,P4,Closed,Integration,Capacity,Auth failure
T001465,C0419,2023-11-29,2023-12-05,Chat,P4,Closed,Billing,Capacity,Integration error
T001466,C0419,2023-05-30,2023-06-07,Chat,P2,Closed,Billing,Capacity,Usage spike
T001467,C0420,2022-06-10,2022-06-17,Portal,P3,Closed,Billing,Unknown,Unexpected billing
T001468,C0420,2023-12-29,2023-12-31,Portal,P3,Closed,Integration,Capacity,Usage spike
T001469,C0420,2023-03-10,2023-03-15,Portal,P1,Closed,Onboarding,Product,Unexpected billing
T001470,C0421,2022-01-28,2022-02-04,Portal,P1,Closed,Onboarding,Bug,Data sync failing
T001471,C0421,2022-03-12,2022-03-17,Chat,P4,Closed,Onboarding,Product,Latency issue
T001472,C0421,2023-02-03,2023-02-07,Email,P4,Closed,Reliability,Unknown,Integration error
T001473,C0421,2022-02-04,2022-02-06,Chat,P1,Closed,Performance,Config,Usage spike
T001474,C0422,2023-11-04,2023-11-13,Email,P3,Closed,Performance,Unknown,Usage spike
T001475,C0422,2021-08-13,2021-08-22,Email,P2,Closed,Billing,Product,Usage spike
T001476,C0422,2021-09-26,2021-09-30,Email,P3,Closed,Integration,Product,Data sync failing
T001477,C0422,2023-03-15,2023-03-16,Email,P1,Closed,Reliability,Config,Integration error
T001478,C0423,2023-08-18,2023-08-24,Chat,P3,Closed,Onboarding,Config,Data sync failing
T001479,C0423,2023-03-13,2023-03-17,Chat,P3,Closed,Billing,Product,Auth failure
T001480,C0423,2023-08-07,2023-08-10,Portal,P1,Closed,Integration,Bug,Data sync failing
T001481,C0423,2022-05-05,2022-05-10,Portal,P1,Closed,Integration,Config,Usage spike
T001482,C0424,2023-05-05,2023-05-11,Email,P1,Closed,Performance,Bug,Auth failure
T001483,C0424,2022-08-25,2022-09-02,Chat,P1,Closed,Reliability,Config,Data sync failing
T001484,C0425,2023-08-10,2023-08-13,Portal,P1,Closed,Integration,Config,Auth failure
T001485,C0425,2023-06-15,2023-06-16,Portal,P2,Closed,Performance,Unknown,Auth failure
T001486,C0426,2023-11-17,2023-11-23,Portal,P2,Closed,Billing,Capacity,Auth failure
T001487,C0426,2023-09-04,2023-09-08,Email,P1,Closed,Reliability,Product,Integration error
T001488,C0426,2023-12-17,2023-12-23,Chat,P1,Closed,Onboarding,Capacity,Integration error
T001489,C0427,2023-08-19,2023-08-26,Chat,P4,Closed,Reliability,Config,Latency issue
T001490,C0427,2022-09-04,2022-09-05,Chat,P1,Closed,Integration,Config,Data sync failing
T001491,C0428,2023-01-29,2023-01-30,Portal,P3,Closed,Reliability,Capacity,Latency issue
T001492,C0428,2023-01-02,2023-01-10,Chat,P3,Closed,Reliability,Config,Unexpected billing
T001493,C0428,2023-07-07,2023-07-09,Portal,P4,Closed,Integration,Bug,Integration error
T001494,C0428,2023-01-19,2023-01-27,Chat,P2,Closed,Performance,Capacity,Integration error
T001495,C0428,2023-05-17,2023-05-22,Portal,P1,Closed,Performance,Capacity,Integration error
T001496,C0429,2023-12-21,2023-12-23,Chat,P2,Closed,Onboarding,Capacity,Unexpected billing
T001497,C0429,2023-09-16,2023-09-24,Email,P2,Closed,Performance,Bug,Data sync failing
T001498,C0429,2023-01-07,2023-01-10,Chat,P2,Closed,Billing,Product,Auth failure
T001499,C0429,2023-10-29,2023-11-07,Chat,P3,Closed,Onboarding,Capacity,Unexpected billing
T001500,C0430,2022-12-26,2023-01-01,Chat,P3,Closed,Performance,Bug,Data sync failing
T001501,C0430,2022-11-27,2022-11-28,Portal,P2,Closed,Performance,Config,Unexpected billing
T001502,C0430,2023-04-04,2023-04-07,Email,P2,Closed,Performance,Config,Integration error
T001503,C0430,2023-11-07,2023-11-10,Email,P4,Closed,Performance,Unknown,Auth failure
T001504,C0431,2023-09-11,2023-09-20,Email,P3,Closed,Integration,Config,Data sync failing
T001505,C0431,2023-12-11,2023-12-17,Portal,P2,Closed,Onboarding,Config,Usage spike
T001506,C0431,2023-02-28,2023-03-04,Portal,P2,Closed,Integration,Capacity,Unexpected billing
T001507,C0432,2023-12-07,2023-12-09,Email,P3,Closed,Performance,Unknown,Unexpected billing
T001508,C0432,2023-12-08,2023-12-12,Chat,P4,Closed,Onboarding,Product,Usage spike
T001509,C0432,2023-12-22,2023-12-30,Portal,P2,Closed,Performance,Bug,Usage spike
T001510,C0433,2023-05-09,2023-05-14,Chat,P3,Closed,Onboarding,Config,Auth failure
T001511,C0433,2023-06-02,2023-06-04,Email,P3,Closed,Performance,Unknown,Unexpected billing
T001512,C0433,2023-07-08,2023-07-12,Email,P2,Closed,Onboarding,Product,Data sync failing
T001513,C0433,2023-05-25,2023-05-27,Email,P2,Closed,Billing,Unknown,Integration error
T001514,C0434,2023-11-16,2023-11-20,Email,P4,Closed,Reliability,Unknown,Integration error
T001515,C0434,2023-10-28,2023-10-31,Chat,P1,Closed,Integration,Config,Latency issue
T001516,C0435,2023-01-17,2023-01-25,Portal,P3,Closed,Reliability,Unknown,Auth failure
T001517,C0435,2023-10-16,2023-10-25,Email,P1,Closed,Performance,Config,Integration error
T001518,C0435,2023-11-09,2023-11-14,Email,P2,Closed,Integration,Capacity,Auth failure
T001519,C0435,2023-08-16,2023-08-25,Email,P4,Closed,Onboarding,Unknown,Integration error
T001520,C0436,2023-12-22,2023-12-30,Portal,P1,Closed,Onboarding,Product,Data sync failing
T001521,C0436,2023-12-25,2023-12-31,Email,P4,Closed,Reliability,Bug,Integration error
T001522,C0436,2023-12-18,2023-12-26,Chat,P2,Closed,Integration,Product,Usage spike
T001523,C0436,2023-12-15,2023-12-20,Portal,P3,Closed,Onboarding,Bug,Data sync failing
T001524,C0437,2023-03-19,2023-03-24,Portal,P2,Closed,Integration,Capacity,Latency issue
T001525,C0437,2023-02-25,2023-02-27,Portal,P2,Closed,Performance,Bug,Unexpected billing
T001526,C0438,2021-03-09,2021-03-11,Portal,P3,Closed,Onboarding,Unknown,Data sync failing
T001527,C0438,2023-12-06,2023-12-12,Chat,P3,Closed,Onboarding,Unknown,Integration error
T001528,C0438,2023-06-16,2023-06-20,Portal,P4,Closed,Integration,Config,Data sync failing
T001529,C0438,2021-03-21,2021-03-27,Chat,P3,Closed,Performance,Unknown,Unexpected billing
T001530,C0438,2022-03-07,2022-03-12,Chat,P2,Closed,Onboarding,Capacity,Auth failure
T001531,C0439,2022-01-22,2022-01-31,Portal,P3,Closed,Performance,Product,Usage spike
T001532,C0439,2022-11-18,2022-11-21,Chat,P1,Closed,Integration,Product,Latency issue
T001533,C0439,2023-03-14,2023-03-20,Email,P2,Closed,Onboarding,Capacity,Latency issue
T001534,C0440,2023-12-02,2023-12-04,Chat,P1,Closed,Integration,Product,Unexpected billing
T001535,C0440,2023-12-28,2023-12-31,Email,P3,Closed,Billing,Config,Usage spike
T001536,C0440,2023-12-07,2023-12-09,Email,P3,Closed,Billing,Unknown,Usage spike
T001537,C0441,2023-03-11,2023-03-19,Chat,P3,Closed,Performance,Config,Usage spike
T001538,C0441,2023-12-06,2023-12-08,Portal,P3,Closed,Onboarding,Unknown,Auth failure
T001539,C0441,2023-06-24,2023-06-28,Email,P2,Closed,Performance,Capacity,Latency issue
T001540,C0441,2023-06-01,2023-06-04,Portal,P2,Closed,Billing,Config,Usage spike
T001541,C0442,2023-08-02,2023-08-03,Chat,P2,Closed,Reliability,Config,Data sync failing
T001542,C0442,2021-06-26,2021-07-05,Chat,P1,Closed,Reliability,Unknown,Data sync failing
T001543,C0442,2023-01-27,2023-02-02,Chat,P2,Closed,Reliability,Product,Usage spike
T001544,C0442,2023-04-05,2023-04-13,Portal,P3,Closed,Onboarding,Product,Unexpected billing
T001545,C0442,2022-08-16,2022-08-23,Chat,P1,Closed,Performance,Capacity,Latency issue
T001546,C0443,2023-08-07,2023-08-13,Chat,P1,Closed,Integration,Capacity,Auth failure
T001547,C0443,2022-12-24,2022-12-30,Email,P3,Closed,Onboarding,Bug,Auth failure
T001548,C0444,2023-12-18,2023-12-25,Portal,P3,Closed,Performance,Config,Data sync failing
T001549,C0444,2023-09-09,2023-09-13,Portal,P2,Closed,Performance,Config,Latency issue
T001550,C0444,2023-05-04,2023-05-08,Chat,P4,Closed,Integration,Config,Data sync failing
T001551,C0444,2023-04-27,2023-05-06,Portal,P2,Closed,Billing,Bug,Integration error
T001552,C0445,2023-06-19,2023-06-26,Portal,P4,Closed,Reliability,Capacity,Latency issue
T001553,C0445,2023-09-20,2023-09-23,Email,P4,Closed,Integration,Config,Auth failure
T001554,C0445,2023-05-22,2023-05-29,Chat,P4,Closed,Billing,Unknown,Data sync failing
T001555,C0446,2023-09-26,2023-09-27,Email,P3,Closed,Billing,Config,Integration error
T001556,C0446,2023-07-28,2023-07-30,Chat,P3,Closed,Billing,Config,Unexpected billing
T001557,C0446,2022-05-27,2022-06-01,Chat,P3,Closed,Reliability,Unknown,Unexpected billing
T001558,C0446,2022-09-12,2022-09-18,Email,P2,Closed,Onboarding,Product,Usage spike
T001559,C0447,2022-05-04,2022-05-06,Portal,P4,Closed,Onboarding,Bug,Unexpected billing
T001560,C0447,2022-07-22,2022-07-28,Email,P2,Closed,Performance,Product,Integration error
T001561,C0448,2023-03-18,2023-03-19,Email,P3,Closed,Reliability,Config,Data sync failing
T001562,C0448,2023-11-22,2023-11-30,Portal,P2,Closed,Billing,Bug,Auth failure
T001563,C0448,2023-08-28,2023-09-06,Email,P2,Closed,Integration,Config,Integration error
T001564,C0448,2023-09-02,2023-09-10,Portal,P1,Closed,Integration,Bug,Unexpected billing
T001565,C0449,2022-10-14,2022-10-20,Portal,P4,Closed,Reliability,Config,Latency issue
T001566,C0449,2023-02-07,2023-02-15,Chat,P2,Closed,Integration,Bug,Unexpected billing
T001567,C0449,2023-08-08,2023-08-14,Chat,P4,Closed,Reliability,Config,Usage spike
T001568,C0450,2023-05-03,2023-05-10,Portal,P4,Closed,Billing,Bug,Data sync failing
T001569,C0450,2023-07-18,2023-07-23,Portal,P2,Closed,Billing,Capacity,Latency issue
T001570,C0451,2023-11-14,2023-11-19,Portal,P2,Closed,Billing,Product,Unexpected billing
T001571,C0451,2023-09-22,2023-09-24,Chat,P3,Closed,Reliability,Bug,Auth failure
T001572,C0451,2023-06-16,2023-06-25,Chat,P4,Closed,Reliability,Product,Usage spike
T001573,C0451,2023-12-14,2023-12-15,Chat,P1,Closed,Billing,Bug,Latency issue
T001574,C0451,2023-09-01,2023-09-04,Chat,P2,Closed,Integration,Unknown,Integration error
T001575,C0452,2023-08-23,2023-08-27,Chat,P3,Closed,Integration,Capacity,Latency issue
T001576,C0452,2023-07-15,2023-07-21,Portal,P4,Closed,Reliability,Unknown,Usage spike
T001577,C0452,2023-09-30,2023-10-04,Chat,P1,Closed,Reliability,Capacity,Unexpected billing
T001578,C0452,2023-07-07,2023-07-09,Chat,P2,Closed,Performance,Bug,Integration error
T001579,C0453,2023-02-16,2023-02-25,Email,P3,Closed,Integration,Bug,Data sync failing
T001580,C0453,2021-10-16,2021-10-17,Email,P4,Closed,Billing,Capacity,Auth failure
T001581,C0454,2022-04-16,2022-04-20,Chat,P2,Closed,Integration,Bug,Unexpected billing
T001582,C0454,2022-06-29,2022-07-03,Chat,P3,Closed,Reliability,Config,Auth failure
T001583,C0454,2022-11-24,2022-12-03,Portal,P4,Closed,Integration,Unknown,Unexpected billing
T001584,C0454,2023-04-18,2023-04-20,Email,P4,Closed,Reliability,Product,Data sync failing
T001585,C0455,2023-02-05,2023-02-08,Portal,P4,Closed,Billing,Capacity,Auth failure
T001586,C0455,2022-09-05,2022-09-06,Portal,P1,Closed,Billing,Bug,Latency issue
T001587,C0455,2023-03-13,2023-03-15,Portal,P2,Closed,Integration,Config,Usage spike
T001588,C0456,2021-12-15,2021-12-17,Email,P1,Closed,Reliability,Product,Auth failure
T001589,C0456,2021-11-10,2021-11-14,Chat,P2,Closed,Onboarding,Capacity,Unexpected billing
T001590,C0456,2022-07-09,2022-07-17,Chat,P1,Closed,Billing,Capacity,Data sync failing
T001591,C0456,2022-05-11,2022-05-19,Chat,P1,Closed,Billing,Config,Unexpected billing
T001592,C0456,2023-03-19,2023-03-23,Portal,P3,Closed,Billing,Capacity,Latency issue
T001593,C0457,2022-08-30,2022-09-03,Portal,P1,Closed,Performance,Capacity,Usage spike
T001594,C0457,2023-11-09,2023-11-15,Chat,P1,Closed,Onboarding,Product,Latency issue
T001595,C0457,2021-11-28,2021-12-04,Chat,P1,Closed,Performance,Config,Auth failure
T001596,C0457,2022-10-02,2022-10-08,Email,P3,Closed,Billing,Bug,Data sync failing
T001597,C0458,2023-12-30,2023-12-31,Email,P2,Closed,Onboarding,Product,Integration error
T001598,C0458,2023-12-18,2023-12-19,Portal,P2,Closed,Performance,Product,Unexpected billing
T001599,C0458,2023-11-19,2023-11-25,Email,P1,Closed,Integration,Bug,Integration error
T001600,C0459,2023-04-24,2023-04-30,Email,P4,Closed,Performance,Bug,Unexpected billing
T001601,C0459,2023-08-01,2023-08-05,Chat,P4,Closed,Performance,Bug,Latency issue
T001602,C0459,2023-12-06,2023-12-10,Email,P2,Closed,Performance,Product,Latency issue
T001603,C0460,2022-05-11,2022-05-16,Email,P4,Closed,Integration,Bug,Latency issue
T001604,C0460,2022-06-06,2022-06-12,Email,P2,Closed,Performance,Capacity,Usage spike
T001605,C0460,2021-12-08,2021-12-15,Chat,P2,Closed,Onboarding,Config,Integration error
T001606,C0460,2023-03-28,2023-04-04,Chat,P4,Closed,Billing,Capacity,Data sync failing
T001607,C0460,2021-11-12,2021-11-21,Portal,P3,Closed,Onboarding,Capacity,Auth failure
T001608,C0461,2023-05-16,2023-05-24,Chat,P2,Closed,Performance,Product,Integration error
T001609,C0461,2023-02-22,2023-03-02,Chat,P1,Closed,Reliability,Capacity,Usage spike
T001610,C0461,2023-06-15,2023-06-19,Chat,P4,Closed,Onboarding,Product,Unexpected billing
T001611,C0462,2023-06-25,2023-06-30,Portal,P1,Closed,Integration,Config,Data sync failing
T001612,C0462,2023-12-06,2023-12-09,Chat,P4,Closed,Performance,Config,Integration error
T001613,C0462,2023-01-23,2023-01-30,Email,P3,Closed,Billing,Bug,Latency issue
T001614,C0462,2023-04-28,2023-05-01,Email,P4,Closed,Onboarding,Bug,Unexpected billing
T001615,C0463,2022-06-26,2022-07-03,Chat,P2,Closed,Billing,Bug,Auth failure
T001616,C0463,2023-12-03,2023-12-10,Chat,P4,Closed,Onboarding,Product,Auth failure
T001617,C0464,2023-12-11,2023-12-17,Email,P1,Closed,Reliability,Bug,Integration error
T001618,C0464,2023-10-08,2023-10-11,Portal,P2,Closed,Onboarding,Bug,Usage spike
T001619,C0464,2023-12-30,2023-12-31,Chat,P4,Closed,Performance,Bug,Usage spike
T001620,C0464,2023-11-25,2023-11-30,Email,P4,Closed,Reliability,Capacity,Unexpected billing
T001621,C0465,2023-11-30,2023-12-02,Portal,P1,Closed,Integration,Unknown,Unexpected billing
T001622,C0465,2023-12-25,2023-12-29,Chat,P1,Closed,Reliability,Capacity,Usage spike
T001623,C0465,2023-09-15,2023-09-18,Portal,P2,Closed,Reliability,Unknown,Usage spike
T001624,C0465,2023-12-16,2023-12-17,Portal,P3,Closed,Performance,Product,Unexpected billing
T001625,C0465,2023-12-27,2023-12-29,Portal,P2,Closed,Performance,Product,Latency issue
T001626,C0466,2021-08-31,2021-09-03,Email,P1,Closed,Integration,Unknown,Integration error
T001627,C0466,2022-06-12,2022-06-15,Portal,P3,Closed,Billing,Product,Unexpected billing
T001628,C0466,2023-12-12,2023-12-17,Portal,P2,Closed,Onboarding,Product,Data sync failing
T001629,C0466,2022-10-31,2022-11-03,Chat,P3,Closed,Billing,Bug,Auth failure
T001630,C0467,2023-11-03,2023-11-07,Email,P2,Closed,Onboarding,Config,Usage spike
T001631,C0467,2022-12-31,2023-01-07,Email,P3,Closed,Billing,Capacity,Data sync failing
T001632,C0467,2023-03-09,2023-03-18,Chat,P4,Closed,Reliability,Unknown,Unexpected billing
T001633,C0467,2023-10-09,2023-10-12,Chat,P2,Closed,Billing,Capacity,Latency issue
T001634,C0467,2022-02-16,2022-02-21,Portal,P3,Closed,Onboarding,Config,Auth failure
T001635,C0468,2023-11-18,2023-11-25,Chat,P1,Closed,Onboarding,Product,Data sync failing
T001636,C0468,2023-12-28,2023-12-30,Portal,P4,Closed,Onboarding,Config,Usage spike
T001637,C0469,2023-12-14,2023-12-19,Email,P3,Closed,Onboarding,Unknown,Unexpected billing
T001638,C0469,2023-12-02,2023-12-06,Email,P4,Closed,Billing,Unknown,Usage spike
T001639,C0469,2021-11-08,2021-11-14,Chat,P3,Closed,Integration,Config,Latency issue
T001640,C0470,2023-10-26,2023-11-04,Email,P3,Closed,Integration,Unknown,Integration error
T001641,C0470,2023-12-01,2023-12-08,Chat,P2,Closed,Performance,Config,Integration error
T001642,C0470,2023-12-15,2023-12-19,Chat,P2,Closed,Onboarding,Bug,Usage spike
T001643,C0470,2023-10-05,2023-10-12,Chat,P3,Closed,Billing,Capacity,Usage spike
T001644,C0470,2023-12-02,2023-12-06,Chat,P4,Closed,Reliability,Capacity,Data sync failing
T001645,C0471,2023-03-23,2023-03-29,Chat,P2,Closed,Reliability,Unknown,Data sync failing
T001646,C0471,2023-06-14,2023-06-23,Chat,P2,Closed,Reliability,Bug,Integration error
T001647,C0471,2023-10-24,2023-11-02,Email,P4,Closed,Onboarding,Capacity,Unexpected billing
T001648,C0471,2023-05-03,2023-05-12,Chat,P3,Closed,Performance,Product,Data sync failing
T001649,C0472,2023-10-04,2023-10-11,Portal,P2,Closed,Reliability,Bug,Integration error
T001650,C0472,2023-08-15,2023-08-20,Email,P3,Closed,Performance,Config,Auth failure
T001651,C0472,2023-09-02,2023-09-06,Email,P1,Closed,Integration,Config,Auth failure
T001652,C0473,2023-12-26,2023-12-28,Chat,P1,Closed,Billing,Product,Auth failure
T001653,C0473,2023-10-22,2023-10-26,Portal,P4,Closed,Onboarding,Product,Data sync failing
T001654,C0474,2022-09-20,2022-09-28,Chat,P1,Closed,Billing,Capacity,Integration error
T001655,C0474,2023-12-02,2023-12-03,Chat,P2,Closed,Billing,Bug,Usage spike
T001656,C0474,2021-06-06,2021-06-13,Email,P1,Closed,Reliability,Config,Latency issue
T001657,C0474,2023-03-25,2023-04-01,Portal,P3,Closed,Integration,Config,Latency issue
T001658,C0474,2022-06-05,2022-06-10,Email,P3,Closed,Billing,Config,Data sync failing
T001659,C0475,2023-03-03,2023-03-12,Portal,P2,Closed,Onboarding,Product,Auth failure
