Deal_ID,Customer_ID,Month,SKU_ID,Sales_Rep_ID,Sales_Rep_Name,Sales_Team,Sales_Motion,Lead_Source,Deal_Type,Booking_Amount_USD,ARR_Booked_USD,Discount_Pct,List_Price_ARR_USD,Plan_Type,Commit_Type,Usage_Commit_Units
D_C0361,C0361,2021-03-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Outbound,New,312630.83,312630.83,15.24,368843.3,Enterprise,Subscription,14035
D_C0362,C0362,2021-04-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Outbound,New,289193.94,289193.94,9.54,319705.26,Enterprise,Subscription,3303
D_C0363,C0363,2023-03-01,SKU1,ER10,Rep_ER10,Enterprise,High-touch AE,Inbound,New,229515.41,229515.41,12.94,263633.18,Pro,Subscription,7665
D_C0364,C0364,2023-01-01,SKU1,ER07,Rep_ER07,Enterprise,High-touch AE,Outbound,New,283077.53,283077.53,10.32,315642.28,Pro,Hybrid,5144
D_C0365,C0365,2021-03-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Outbound,New,198632.09,198632.09,8.18,216324.54,Pro,Subscription,11442
D_C0366,C0366,2021-12-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Partner,New,118160.61,118160.61,8.68,129393.78,Enterprise,Usage commit,11742
D_C0367,C0367,2023-03-01,SKU1,ER13,Rep_ER13,Enterprise,High-touch AE,Inbound,New,208356.49,208356.49,16.14,248465.37,Enterprise,Hybrid,7083
D_C0368,C0368,2021-05-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Outbound,New,122548.58,122548.58,16.6,146935.27,Enterprise,Usage commit,11188
D_C0369,C0369,2022-05-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Outbound,New,139566.93,139566.93,9.03,153427.14,Enterprise,Subscription,11214
D_C0370,C0370,2023-02-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Inbound,New,138259.19,138259.19,14.54,161784.01,Enterprise,Hybrid,14206
D_C0371,C0371,2021-09-01,SKU1,ER18,Rep_ER18,Enterprise,High-touch AE,Inbound,New,273815.34,273815.34,7.88,297249.22,Enterprise,Usage commit,3985
D_C0372,C0372,2022-06-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Partner,New,122726.9,122726.9,11.9,139298.84,Pro,Subscription,11010
D_C0373,C0373,2022-03-01,SKU1,ER13,Rep_ER13,Enterprise,High-touch AE,Outbound,New,272717.41,272717.41,13.99,317063.68,Enterprise,Subscription,9316
D_C0374,C0374,2022-06-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Partner,New,143076.22,143076.22,11.87,162338.49,Enterprise,Hybrid,8119
D_C0375,C0375,2022-02-01,SKU1,ER12,Rep_ER12,Enterprise,High-touch AE,Partner,New,286607.68,286607.68,16.19,341975.23,Enterprise,Usage commit,7378
D_C0376,C0376,2022-11-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Outbound,New,282126.67,282126.67,17.48,341890.0,Enterprise,Hybrid,10309
D_C0377,C0377,2022-12-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Outbound,New,121314.37,121314.37,6.68,130001.01,Enterprise,Subscription,2002
D_C0378,C0378,2023-02-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Inbound,New,188501.95,188501.95,11.62,213283.39,Enterprise,Hybrid,4472
D_C0379,C0379,2021-02-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Inbound,New,179650.85,179650.85,13.63,207995.04,Pro,Usage commit,7350
D_C0380,C0380,2022-11-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Partner,New,176754.55,176754.55,15.52,209230.55,Pro,Usage commit,5493
D_C0381,C0381,2022-03-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Outbound,New,271244.39,271244.39,7.36,292794.37,Enterprise,Usage commit,12295
D_C0382,C0382,2021-04-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Outbound,New,279219.74,279219.74,13.98,324616.66,Pro,Hybrid,14048
D_C0383,C0383,2022-08-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Outbound,New,286956.45,286956.45,6.65,307398.35,Enterprise,Usage commit,14380
D_C0384,C0384,2023-05-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Outbound,New,223803.11,223803.11,13.91,259967.28,Enterprise,Hybrid,2675
D_C0385,C0385,2023-01-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Inbound,New,305762.93,305762.93,14.47,357482.31,Enterprise,Usage commit,9017
D_C0386,C0386,2021-10-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Inbound,New,310310.23,310310.23,8.14,337821.27,Pro,Usage commit,11510
D_C0387,C0387,2021-03-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Inbound,New,265253.81,265253.81,14.62,310685.96,Pro,Subscription,6207
D_C0388,C0388,2021-02-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Outbound,New,208666.48,208666.48,15.54,247065.64,Pro,Hybrid,14687
D_C0389,C0389,2022-06-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Inbound,New,153572.53,153572.53,6.55,164330.25,Enterprise,Usage commit,8386
D_C0390,C0390,2021-05-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Inbound,New,144849.93,144849.93,16.59,173659.84,Enterprise,Usage commit,5134
D_C0391,C0391,2021-09-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Outbound,New,147979.21,147979.21,16.12,176408.51,Pro,Usage commit,6113
D_C0392,C0392,2021-08-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Partner,New,167987.12,167987.12,11.22,189222.2,Enterprise,Hybrid,13373
D_C0393,C0393,2021-01-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Inbound,New,310487.94,310487.94,13.88,360516.86,Enterprise,Usage commit,7732
D_C0394,C0394,2021-05-01,SKU1,ER10,Rep_ER10,Enterprise,High-touch AE,Outbound,New,152848.19,152848.19,17.57,185422.15,Enterprise,Hybrid,9582
D_C0395,C0395,2021-02-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Partner,New,188622.14,188622.14,8.83,206895.04,Enterprise,Hybrid,9287
D_C0396,C0396,2023-12-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Outbound,New,307201.01,307201.01,12.78,352230.65,Enterprise,Usage commit,10876
D_C0397,C0397,2021-12-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Inbound,New,240311.91,240311.91,11.18,270570.39,Enterprise,Usage commit,14832
D_C0398,C0398,2023-05-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Inbound,New,218393.02,218393.02,9.12,240320.2,Enterprise,Hybrid,14066
D_C0399,C0399,2022-01-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Inbound,New,218378.78,218378.78,16.87,262707.6,Enterprise,Usage commit,14788
D_C0400,C0400,2021-08-01,SKU1,ER07,Rep_ER07,Enterprise,High-touch AE,Outbound,New,117527.08,117527.08,10.28,131000.31,Enterprise,Hybrid,4161
D_C0401,C0401,2021-08-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Inbound,New,116363.85,116363.85,14.87,136686.01,Enterprise,Hybrid,9565
D_C0402,C0402,2023-03-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Outbound,New,204616.55,204616.55,14.41,239079.65,Pro,Hybrid,2233
D_C0403,C0403,2022-10-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Inbound,New,240178.58,240178.58,18.0,292898.64,Enterprise,Usage commit,14617
D_C0404,C0404,2022-12-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Partner,New,202794.11,202794.11,8.02,220483.11,Enterprise,Usage commit,6936
D_C0405,C0405,2023-06-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Inbound,New,299238.56,299238.56,16.06,356497.35,Enterprise,Hybrid,4414
D_C0406,C0406,2022-05-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Partner,New,250219.38,250219.38,17.2,302199.32,Enterprise,Usage commit,8171
D_C0407,C0407,2022-02-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Inbound,New,255263.31,255263.31,9.1,280820.63,Pro,Subscription,6202
D_C0408,C0408,2022-06-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Inbound,New,161411.78,161411.78,8.57,176532.94,Pro,Usage commit,3179
D_C0409,C0409,2022-09-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Inbound,New,283447.31,283447.31,14.34,330910.35,Enterprise,Hybrid,3436
D_C0410,C0410,2023-03-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Outbound,New,288636.33,288636.33,14.77,338669.86,Enterprise,Usage commit,11966
D_C0411,C0411,2023-08-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Partner,New,292153.33,292153.33,5.08,307783.99,Enterprise,Usage commit,9347
D_C0412,C0412,2021-10-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Inbound,New,267136.13,267136.13,7.48,288743.2,Enterprise,Usage commit,2507
D_C0413,C0413,2021-05-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Partner,New,123517.28,123517.28,9.14,135947.32,Pro,Hybrid,5678
D_C0414,C0414,2023-02-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Partner,New,146440.39,146440.39,9.38,161605.64,Enterprise,Hybrid,14033
D_C0415,C0415,2022-05-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Partner,New,297866.47,297866.47,17.9,362815.29,Enterprise,Hybrid,12027
D_C0416,C0416,2023-03-01,SKU1,ER18,Rep_ER18,Enterprise,High-touch AE,Inbound,New,162257.73,162257.73,9.5,179284.82,Pro,Subscription,11504
D_C0417,C0417,2022-02-01,SKU1,ER12,Rep_ER12,Enterprise,High-touch AE,Inbound,New,119326.28,119326.28,8.29,130116.84,Pro,Subscription,5282
D_C0418,C0418,2023-06-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Partner,New,123616.22,123616.22,14.37,144360.68,Enterprise,Hybrid,14864
D_C0419,C0419,2022-05-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Partner,New,273018.07,273018.07,13.3,314902.62,Enterprise,Subscription,5845
D_C0420,C0420,2021-08-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Inbound,New,198109.56,198109.56,17.53,240211.36,Enterprise,Subscription,7481
D_C0421,C0421,2021-02-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Partner,New,234293.11,234293.11,13.07,269512.14,Enterprise,Subscription,7543
D_C0422,C0422,2021-03-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Outbound,New,211256.48,211256.48,5.56,223699.99,Enterprise,Subscription,12394
D_C0423,C0423,2021-06-01,SKU1,ER18,Rep_ER18,Enterprise,High-touch AE,Inbound,New,112516.68,112516.68,10.77,126098.99,Enterprise,Usage commit,3853
D_C0424,C0424,2022-02-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Partner,New,199841.64,199841.64,7.26,215495.99,Enterprise,Usage commit,12834
D_C0425,C0425,2023-04-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Outbound,New,145418.03,145418.03,5.82,154396.42,Enterprise,Usage commit,10674
D_C0426,C0426,2023-09-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Outbound,New,139018.52,139018.52,5.46,147049.99,Enterprise,Hybrid,9501
D_C0427,C0427,2022-06-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Outbound,New,296775.15,296775.15,8.11,322952.86,Enterprise,Usage commit,9848
D_C0428,C0428,2021-09-01,SKU1,ER12,Rep_ER12,Enterprise,High-touch AE,Partner,New,135875.55,135875.55,11.84,154130.52,Enterprise,Usage commit,8393
D_C0429,C0429,2022-09-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Outbound,New,175190.12,175190.12,17.08,211278.01,Pro,Subscription,2968
D_C0430,C0430,2022-09-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Inbound,New,120208.54,120208.54,10.43,134201.43,Pro,Hybrid,5623
D_C0431,C0431,2022-04-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Outbound,New,125614.98,125614.98,8.56,137374.27,Enterprise,Hybrid,10989
D_C0432,C0432,2023-11-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Inbound,New,293366.95,293366.95,7.22,316197.11,Enterprise,Hybrid,6633
D_C0433,C0433,2023-04-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Inbound,New,278536.34,278536.34,12.8,319424.68,Enterprise,Usage commit,7310
D_C0434,C0434,2023-09-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Inbound,New,242155.0,242155.0,13.31,279348.83,Enterprise,Subscription,3163
D_C0435,C0435,2022-08-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Outbound,New,297708.42,297708.42,13.59,344532.04,Enterprise,Usage commit,14661
D_C0436,C0436,2023-12-01,SKU1,ER13,Rep_ER13,Enterprise,High-touch AE,Outbound,New,221393.28,221393.28,5.73,234838.67,Enterprise,Subscription,8705
D_C0437,C0437,2022-12-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Outbound,New,143974.22,143974.22,15.78,170942.03,Pro,Usage commit,10486
D_C0438,C0438,2021-01-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Inbound,New,163201.24,163201.24,14.58,191067.12,Enterprise,Hybrid,14490
D_C0439,C0439,2021-09-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Partner,New,279725.71,279725.71,17.24,338008.69,Enterprise,Subscription,10099
D_C0440,C0440,2023-06-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Outbound,New,169766.3,169766.3,7.07,182690.99,Enterprise,Usage commit,9386
D_C0441,C0441,2022-02-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Inbound,New,314379.13,314379.13,6.63,336715.84,Pro,Usage commit,14686
D_C0442,C0442,2021-06-01,SKU1,ER13,Rep_ER13,Enterprise,High-touch AE,Outbound,New,142681.92,142681.92,9.33,157365.84,Enterprise,Subscription,4677
D_C0443,C0443,2021-04-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Inbound,New,309128.65,309128.65,15.63,366391.91,Enterprise,Hybrid,11858
D_C0444,C0444,2023-04-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Outbound,New,288283.67,288283.67,7.18,310572.12,Enterprise,Hybrid,3741
D_C0445,C0445,2022-09-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Outbound,New,310200.56,310200.56,14.55,363014.05,Enterprise,Hybrid,6329
D_C0446,C0446,2022-04-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Inbound,New,132176.66,132176.66,10.4,147515.47,Pro,Hybrid,8702
D_C0447,C0447,2021-09-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Outbound,New,132162.07,132162.07,15.16,155786.63,Enterprise,Hybrid,12645
D_C0448,C0448,2022-09-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Outbound,New,158101.62,158101.62,12.15,179968.81,Enterprise,Hybrid,11940
D_C0449,C0449,2021-12-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Outbound,New,184887.59,184887.59,8.74,202590.0,Enterprise,Hybrid,4679
D_C0450,C0450,2022-05-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Inbound,New,303236.78,303236.78,7.97,329510.45,Enterprise,Hybrid,10646
D_C0451,C0451,2023-02-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Outbound,New,111275.11,111275.11,8.34,121405.56,Pro,Subscription,7590
D_C0452,C0452,2023-06-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Partner,New,110113.46,110113.46,15.25,129926.47,Pro,Subscription,2262
D_C0453,C0453,2021-04-01,SKU1,ER12,Rep_ER12,Enterprise,High-touch AE,Inbound,New,193737.99,193737.99,17.32,234322.08,Pro,Usage commit,10320
D_C0454,C0454,2022-04-01,SKU1,ER18,Rep_ER18,Enterprise,High-touch AE,Inbound,New,185341.43,185341.43,12.1,210851.79,Enterprise,Usage commit,2934
D_C0455,C0455,2022-09-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Partner,New,290009.91,290009.91,6.0,308510.47,Pro,Hybrid,7216
D_C0456,C0456,2021-05-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Outbound,New,157708.62,157708.62,10.01,175255.36,Enterprise,Subscription,13049
D_C0457,C0457,2021-01-01,SKU1,ER07,Rep_ER07,Enterprise,High-touch AE,Partner,New,282409.1,282409.1,10.58,315825.43,Enterprise,Hybrid,4816
D_C0458,C0458,2023-11-01,SKU1,ER10,Rep_ER10,Enterprise,High-touch AE,Inbound,New,311159.13,311159.13,13.63,360255.22,Enterprise,Hybrid,4235
D_C0459,C0459,2023-04-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Partner,New,290460.28,290460.28,7.04,312467.39,Enterprise,Usage commit,2008
D_C0460,C0460,2021-09-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Outbound,New,260936.35,260936.35,7.18,281114.76,Pro,Usage commit,4493
D_C0461,C0461,2021-09-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Inbound,New,208270.87,208270.87,17.93,253771.07,Enterprise,Subscription,3644
D_C0462,C0462,2021-04-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Partner,New,146016.27,146016.27,17.01,175950.82,Pro,Usage commit,7164
D_C0463,C0463,2022-03-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Inbound,New,146225.19,146225.19,12.35,166824.75,Pro,Hybrid,6047
D_C0464,C0464,2023-10-01,SKU1,ER13,Rep_ER13,Enterprise,High-touch AE,Inbound,New,186378.0,186378.0,6.69,199746.13,Enterprise,Subscription,10119
D_C0465,C0465,2023-09-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Partner,New,145610.12,145610.12,16.38,174140.66,Pro,Hybrid,4039
D_C0466,C0466,2021-08-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Partner,New,181811.6,181811.6,10.49,203127.69,Enterprise,Subscription,12094
D_C0467,C0467,2022-01-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Inbound,New,200025.64,200025.64,7.68,216664.06,Enterprise,Usage commit,9749
D_C0468,C0468,2023-11-01,SKU1,ER18,Rep_ER18,Enterprise,High-touch AE,Inbound,New,168867.84,168867.84,17.23,204027.16,Enterprise,Usage commit,7458
D_C0469,C0469,2021-09-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Inbound,New,146900.18,146900.18,12.94,168737.27,Pro,Usage commit,6262
D_C0470,C0470,2023-10-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Outbound,New,187479.33,187479.33,7.48,202642.23,Enterprise,Usage commit,9436
D_C0471,C0471,2023-03-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Outbound,New,271703.19,271703.19,15.43,321281.07,Enterprise,Hybrid,5062
D_C0472,C0472,2023-08-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Outbound,New,221071.17,221071.17,15.89,262835.46,Enterprise,Usage commit,8217
D_C0473,C0473,2023-07-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Outbound,New,124737.82,124737.82,6.79,133823.88,Enterprise,Hybrid,10560
D_C0474,C0474,2021-05-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Partner,New,175962.47,175962.47,5.83,186855.76,Enterprise,Subscription,10675
D_C0475,C0475,2023-03-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Partner,New,201647.58,201647.58,15.22,237847.42,Pro,Usage commit,8205
D_C0476,C0476,2023-09-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Partner,New,297328.75,297328.75,8.05,323372.82,Enterprise,Usage commit,4021
D_C0477,C0477,2023-06-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Partner,New,144543.02,144543.02,5.02,152175.77,Pro,Hybrid,8564
D_C0478,C0478,2022-12-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Inbound,New,132072.3,132072.3,7.96,143488.45,Enterprise,Hybrid,9437
D_C0479,C0479,2021-10-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Outbound,New,311156.27,311156.27,17.78,378464.02,Pro,Usage commit,11276
D_C0480,C0480,2021-11-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Partner,New,111374.81,111374.81,16.24,132962.88,Pro,Hybrid,9717
D_C0481,C0481,2021-08-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Partner,New,168500.56,168500.56,6.92,181023.84,Enterprise,Usage commit,7390
D_C0482,C0482,2021-03-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Partner,New,147078.37,147078.37,9.2,161988.37,Enterprise,Hybrid,5501
D_C0483,C0483,2021-07-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Outbound,New,236246.87,236246.87,11.59,267227.27,Enterprise,Subscription,6569
D_C0484,C0484,2022-08-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Outbound,New,171565.87,171565.87,5.93,182380.34,Enterprise,Usage commit,5333
D_C0485,C0485,2023-10-01,SKU1,ER13,Rep_ER13,Enterprise,High-touch AE,Outbound,New,245120.89,245120.89,5.99,260734.16,Enterprise,Hybrid,9235
D_C0486,C0486,2022-11-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Outbound,New,301587.05,301587.05,12.49,344621.0,Enterprise,Subscription,14769
D_C0487,C0487,2022-06-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Inbound,New,308579.08,308579.08,12.3,351866.77,Pro,Usage commit,7604
D_C0488,C0488,2021-09-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Outbound,New,174058.71,174058.71,5.53,184242.2,Enterprise,Usage commit,5629
D_C0489,C0489,2022-05-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Partner,New,153373.34,153373.34,8.58,167775.45,Enterprise,Hybrid,10514
D_C0490,C0490,2023-04-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Partner,New,196388.09,196388.09,17.33,237547.51,Enterprise,Hybrid,8145
D_C0491,C0491,2021-10-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Inbound,New,165583.5,165583.5,8.66,181288.08,Pro,Hybrid,10087
D_C0492,C0492,2021-06-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Inbound,New,166696.77,166696.77,12.47,190439.63,Pro,Hybrid,11541
D_C0493,C0493,2021-01-01,SKU1,ER07,Rep_ER07,Enterprise,High-touch AE,Inbound,New,225189.9,225189.9,10.09,250464.75,Enterprise,Subscription,13508
D_C0494,C0494,2023-01-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Inbound,New,224811.02,224811.02,11.4,253743.17,Pro,Subscription,4014
D_C0495,C0495,2021-02-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Outbound,New,295529.34,295529.34,6.5,316090.18,Pro,Usage commit,11820
D_C0496,C0496,2022-02-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Inbound,New,314197.22,314197.22,14.07,365655.02,Enterprise,Hybrid,10314
D_C0497,C0497,2023-05-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Outbound,New,219726.73,219726.73,5.53,232598.89,Enterprise,Hybrid,12869
D_C0498,C0498,2021-01-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Outbound,New,215156.87,215156.87,16.16,256619.97,Enterprise,Hybrid,13518
D_C0499,C0499,2022-04-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Partner,New,140013.16,140013.16,13.11,161140.68,Pro,Usage commit,7849
D_C0500,C0500,2022-03-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Outbound,New,255655.28,255655.28,9.77,283330.44,Pro,Usage commit,9854
D_C0501,C0501,2021-01-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Outbound,New,180288.76,180288.76,7.94,195836.75,Enterprise,Hybrid,3810
D_C0502,C0502,2021-01-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Partner,New,258332.24,258332.24,12.21,294270.28,Enterprise,Usage commit,3031
D_C0503,C0503,2021-11-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Outbound,New,219784.8,219784.8,17.69,267013.72,Enterprise,Hybrid,10796
D_C0504,C0504,2021-02-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Outbound,New,233986.53,233986.53,12.14,266315.79,Enterprise,Hybrid,12654
D_C0505,C0505,2022-07-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Outbound,New,128935.0,128935.0,12.57,147464.47,Pro,Usage commit,11356
D_C0506,C0506,2023-08-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Inbound,New,207626.64,207626.64,10.17,231120.13,Enterprise,Subscription,3859
D_C0507,C0507,2022-01-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Inbound,New,291656.87,291656.87,9.92,323765.83,Enterprise,Hybrid,2849
D_C0508,C0508,2021-02-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Outbound,New,292877.32,292877.32,11.03,329190.52,Enterprise,Hybrid,10933
D_C0509,C0509,2021-03-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Outbound,New,214568.74,214568.74,9.49,237078.66,Enterprise,Subscription,4847
D_C0510,C0510,2021-03-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Inbound,New,216075.0,216075.0,5.25,228040.71,Enterprise,Usage commit,3911
D_C0511,C0511,2023-04-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Outbound,New,186718.31,186718.31,8.82,204784.72,Pro,Usage commit,13942
D_C0512,C0512,2023-04-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Inbound,New,193513.24,193513.24,16.0,230370.82,Enterprise,Subscription,13015
D_C0513,C0513,2021-01-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Outbound,New,121182.18,121182.18,16.45,145033.68,Enterprise,Hybrid,3687
D_C0514,C0514,2023-07-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Inbound,New,239833.53,239833.53,7.39,258984.37,Enterprise,Usage commit,7456
D_C0515,C0515,2023-09-01,SKU1,ER12,Rep_ER12,Enterprise,High-touch AE,Outbound,New,227989.72,227989.72,13.96,264972.84,Enterprise,Subscription,9741
D_C0516,C0516,2022-01-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Outbound,New,231883.52,231883.52,8.37,253052.68,Pro,Hybrid,6862
D_C0517,C0517,2021-09-01,SKU1,ER10,Rep_ER10,Enterprise,High-touch AE,Inbound,New,277344.43,277344.43,11.42,313111.63,Enterprise,Hybrid,10029
D_C0518,C0518,2023-06-01,SKU1,ER07,Rep_ER07,Enterprise,High-touch AE,Inbound,New,297268.21,297268.21,17.41,359923.97,Pro,Hybrid,9922
D_C0519,C0519,2022-08-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Inbound,New,184120.91,184120.91,13.82,213653.18,Enterprise,Usage commit,8201
